step,dataset,labels_micro_f1,labels_macro_f1,labels_jaccard,openness_accuracy,openness_f1,openness_precision_macro,openness_precision_micro,openness_recall_macro,openness_recall_micro,num_samples,predictions_file,eval_dir,model
31,labels_withphrase_test,0.8127490039840638,0.6884613603799923,0.7021817852616333,0.714828897338403,0.71116923945269,0.7314203730272597,0.714828897338403,0.7272813562897144,0.714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+31.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-31,qwen
32,labels_withphrase_test,0.8095238095238095,0.6800336147956357,0.7030056128915445,0.7072243346007605,0.7017510568083054,0.7220294325557483,0.7072243346007605,0.7198706286638368,0.7072243346007605,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+32.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-32,qwen
1,labels_only_test,0.5382585751978892,0.44579325604518494,0.3402770233568712,0.5285171102661597,0.4427241405519007,0.5809082892416225,0.5285171102661597,0.4872242875934178,0.5285171102661597,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+1.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-1,yi
2,labels_only_test,0.5362776025236593,0.3898679834494794,0.48840304182509503,0.3916349809885932,0.27814048385416695,0.2938548304401963,0.3916349809885932,0.41904184354154034,0.3916349809885932,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+2.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-2,yi
3,labels_only_test,0.4864864864864865,0.395777342037251,0.40262250423847384,0.4714828897338403,0.34206642786264624,0.6799509060717638,0.4714828897338403,0.39996953211286007,0.4714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+3.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-3,yi
4,labels_only_test,0.35091743119266056,0.25814104936831117,0.33283088900959623,0.4752851711026616,0.4772787826735834,0.5089605734767025,0.4752851711026616,0.47758588868088697,0.4752851711026616,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+4.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-4,yi
5,labels_only_test,0.6813793103448276,0.5057752878232666,0.6244749230490675,0.5665399239543726,0.5707416682076244,0.5708646616541354,0.5665399239543726,0.5726128849866557,0.5665399239543726,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+5.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-5,yi
6,labels_only_test,0.7178807947019867,0.5866589167003174,0.6548162230671736,0.5551330798479087,0.47529850740144064,0.627140292736813,0.5551330798479087,0.519502084413625,0.5551330798479087,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+6.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-6,yi
7,labels_only_test,0.7238912732474965,0.5695536389661591,0.6122125656346189,0.6045627376425855,0.6089504230911891,0.6090110034521624,0.6045627376425855,0.6095387923584196,0.6045627376425855,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+7.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-7,yi
8,labels_only_test,0.7112375533428165,0.5452268335127736,0.605151185949665,0.6045627376425855,0.5838786797273389,0.585255368150105,0.6045627376425855,0.6230395818868412,0.6045627376425855,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+8.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-8,yi
9,labels_only_test,0.7587131367292225,0.6066305076950248,0.6868640231758102,0.6349809885931559,0.628208291599241,0.6602194102194102,0.6349809885931559,0.6111852301057881,0.6349809885931559,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+9.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-9,yi
10,labels_only_test,0.7469553450608931,0.6016917683057598,0.6736375158428392,0.6273764258555133,0.6262640247846714,0.6740102171136654,0.6273764258555133,0.5962172946273983,0.6273764258555133,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+10.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-10,yi
11,labels_only_test,0.7838214783821479,0.6178963929039294,0.6908745247148289,0.6349809885931559,0.5977250861010889,0.6360651502518877,0.6349809885931559,0.6544508016862803,0.6349809885931559,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+11.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-11,yi
12,labels_only_test,0.7354651162790697,0.5658538637532881,0.6091435813869273,0.6311787072243346,0.603088832139409,0.6248588368153586,0.6311787072243346,0.6646159434937878,0.6311787072243346,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+12.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-12,yi
13,labels_only_test,0.783068783068783,0.6352095834623661,0.6854155350353068,0.6615969581749049,0.6558932033611932,0.6663825757575758,0.6615969581749049,0.67566172442382,0.6615969581749049,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+13.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-13,yi
14,labels_only_test,0.7783505154639175,0.6560737643845612,0.6969491218540648,0.7110266159695817,0.7131093670071669,0.7327896704043493,0.7110266159695817,0.7131882007247842,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+14.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-14,yi
15,labels_only_test,0.7761194029850746,0.6195514820822469,0.692748506246605,0.7262357414448669,0.724183637334679,0.7509705833683379,0.7262357414448669,0.7199415250935276,0.7262357414448669,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+15.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-15,yi
16,labels_only_test,0.7780821917808219,0.6312436345961456,0.6842839036755387,0.6996197718631179,0.6869754259963385,0.7410138248847926,0.6996197718631179,0.7019578547091928,0.6996197718631179,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+16.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-16,yi
17,labels_only_test,0.7910863509749304,0.6472735921707555,0.6687850805721528,0.6768060836501901,0.659541456990896,0.7116239316239316,0.6768060836501901,0.6891519673759238,0.6768060836501901,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+17.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-17,yi
18,labels_only_test,0.7873799725651578,0.6623552177699937,0.6555314140865472,0.7034220532319392,0.6979656322329082,0.7103404183230412,0.7034220532319392,0.724784747306961,0.7034220532319392,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+18.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-18,yi
19,labels_only_test,0.796812749003984,0.6707663065137601,0.6709940249864205,0.6958174904942965,0.6940577377839736,0.6904071773636992,0.6958174904942965,0.7227527736030913,0.6958174904942965,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+19.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-19,yi
20,labels_only_test,0.8010540184453228,0.6777934063555281,0.6929838855694369,0.6920152091254753,0.6886198274542747,0.6895126046914276,0.6920152091254753,0.7265911414618141,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+20.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-20,yi
21,labels_only_test,0.7983978638184246,0.6465623222540615,0.7125384754662322,0.7110266159695817,0.7044776167947607,0.7124015235220669,0.7110266159695817,0.7378566427317975,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+21.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-21,yi
22,labels_only_test,0.8063660477453581,0.6540297417017954,0.7222705051602389,0.714828897338403,0.7035662581378854,0.7322495791245792,0.714828897338403,0.7266157501398887,0.714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+22.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-22,yi
23,labels_only_test,0.808,0.6456213360119297,0.7272134709397066,0.6996197718631179,0.6850776240398907,0.7172049098278607,0.6996197718631179,0.709232648684754,0.6996197718631179,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+23.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-23,yi
24,labels_only_test,0.815114709851552,0.6645170513391404,0.7185678073510773,0.7186311787072244,0.7182402114840059,0.7368529290792644,0.7186311787072244,0.7261323653919957,0.7186311787072244,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+24.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-24,yi
25,labels_only_test,0.803840877914952,0.6404414083880493,0.694169835234474,0.7376425855513308,0.7402963200583709,0.7723489723489724,0.7376425855513308,0.7392669543538318,0.7376425855513308,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+25.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-25,yi
26,labels_only_test,0.7874659400544959,0.6239188159441272,0.6818757921419518,0.7338403041825095,0.7362305120199492,0.7682379349046015,0.7338403041825095,0.7462048438081345,0.7338403041825095,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+26.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-26,yi
27,labels_only_test,0.796221322537112,0.6386310105748245,0.687896070975919,0.7338403041825095,0.7330064747103616,0.7447043534762833,0.7338403041825095,0.7538897824182714,0.7338403041825095,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+27.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-27,yi
28,labels_only_test,0.7935222672064778,0.6447724470807707,0.6783269961977186,0.6920152091254753,0.6873153841565053,0.7021469045859289,0.6920152091254753,0.7119138227530666,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+28.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-28,yi
29,labels_only_test,0.7935656836461126,0.6480380154568656,0.6848542458808619,0.6920152091254753,0.6779103764154041,0.6999917769708931,0.6920152091254753,0.7070729442232593,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+29.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-29,yi
30,labels_only_test,0.7915006640106241,0.6475332267127298,0.6848995111352526,0.6996197718631179,0.6831427334124301,0.7061635225013941,0.6996197718631179,0.7159695672681146,0.6996197718631179,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+30.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-30,yi
31,labels_only_test,0.7904509283819628,0.6465975319706613,0.6825366648560566,0.6806083650190115,0.6604400812256928,0.6883233573025884,0.6806083650190115,0.6993253120761228,0.6806083650190115,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+31.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-31,yi
32,labels_only_test,0.7936507936507936,0.6490542639551031,0.6860220894441427,0.688212927756654,0.6716663339952612,0.6935670489237795,0.688212927756654,0.7067360397020006,0.688212927756654,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+32.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-32,yi
1,labels_withphrase_test,0.345489443378119,0.27240710649551886,0.1605830164765526,0.5437262357414449,0.5239284054256512,0.5805931135272452,0.5437262357414449,0.49003084873572916,0.5437262357414449,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+1.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-1,yi
2,labels_withphrase_test,0.5106382978723404,0.35844388060650056,0.44734745609270327,0.43346007604562736,0.3289677362268899,0.6257314031284239,0.43346007604562736,0.5048212501794382,0.43346007604562736,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+2.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-2,yi
3,labels_withphrase_test,0.591861898890259,0.4715876759111132,0.520722433460076,0.5133079847908745,0.3912366467499547,0.3389154704944179,0.5133079847908745,0.4895140664961637,0.5133079847908745,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+3.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-3,yi
4,labels_withphrase_test,0.5,0.3669027529320339,0.3254119138149556,0.376425855513308,0.2148613798185703,0.7905491698595147,0.376425855513308,0.3427678317703893,0.376425855513308,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+4.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-4,yi
5,labels_withphrase_test,0.6850961538461539,0.5421656335548369,0.6164946586999819,0.596958174904943,0.5456313617212762,0.6931376144150363,0.596958174904943,0.5640396902822088,0.596958174904943,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+5.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-5,yi
6,labels_withphrase_test,0.7123655913978495,0.5729083963884333,0.6451204055766794,0.6007604562737643,0.5922393822353255,0.5821854912764004,0.6007604562737643,0.6129939679442672,0.6007604562737643,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+6.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-6,yi
7,labels_withphrase_test,0.7547169811320755,0.6189074710682483,0.688900959623393,0.6615969581749049,0.6617841217071305,0.6518435378575921,0.6615969581749049,0.6690525365980847,0.6615969581749049,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+7.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-7,yi
8,labels_withphrase_test,0.7538860103626943,0.6046676652381001,0.6927666123483613,0.6615969581749049,0.6542801815552545,0.6616009396711151,0.6615969581749049,0.6605742610804968,0.6615969581749049,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+8.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-8,yi
9,labels_withphrase_test,0.7530364372469636,0.5779563144004154,0.6642404490313235,0.6730038022813688,0.6666193439007126,0.6812553774697042,0.6730038022813688,0.6667082670510308,0.6730038022813688,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+9.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-9,yi
10,labels_withphrase_test,0.7136563876651982,0.5574625385906455,0.6064638783269962,0.6349809885931559,0.6357436346306263,0.6552188552188553,0.6349809885931559,0.6342130935744983,0.6349809885931559,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+10.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-10,yi
11,labels_withphrase_test,0.7773279352226721,0.6147293526470162,0.7169835234474018,0.6387832699619772,0.6004679001910164,0.6490409694635048,0.6387832699619772,0.6500745584353568,0.6387832699619772,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+11.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-11,yi
12,labels_withphrase_test,0.7627551020408163,0.597437967652669,0.6935361216730037,0.6539923954372624,0.6472388943007679,0.6505094591357293,0.6539923954372624,0.6651514752023624,0.6539923954372624,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+12.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-12,yi
13,labels_withphrase_test,0.7721518987341772,0.626535744064575,0.7078580481622307,0.6920152091254753,0.6903599021737401,0.716737348035058,0.6920152091254753,0.6849661484196249,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+13.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-13,yi
14,labels_withphrase_test,0.7904509283819628,0.6291362684089458,0.7128010139416984,0.6996197718631179,0.698400112493058,0.7200692304766253,0.6996197718631179,0.7022133162244429,0.6996197718631179,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+14.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-14,yi
15,labels_withphrase_test,0.7751724137931034,0.597470555831515,0.6759188846641317,0.6958174904942965,0.6952907453666783,0.7249962897228373,0.6958174904942965,0.6889404499286641,0.6958174904942965,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+15.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-15,yi
16,labels_withphrase_test,0.7785419532324622,0.6011884715010704,0.650253485424588,0.7034220532319392,0.6987347662928581,0.7509241139378124,0.7034220532319392,0.7049841361914555,0.7034220532319392,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+16.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-16,yi
17,labels_withphrase_test,0.7908232118758435,0.6383152459387081,0.6792685134890458,0.7338403041825095,0.7322312260832751,0.7623522042126694,0.7338403041825095,0.7366508175061449,0.7338403041825095,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+17.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-17,yi
18,labels_withphrase_test,0.8031914893617021,0.6632880315442135,0.7019554589896795,0.7186311787072244,0.7152102233761419,0.729779411764706,0.7186311787072244,0.7270803854187724,0.7186311787072244,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+18.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-18,yi
19,labels_withphrase_test,0.8139223560910308,0.6753764341408838,0.7178707224334602,0.6958174904942965,0.6874306647168077,0.6866752090461157,0.6958174904942965,0.7199356658844622,0.6958174904942965,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+19.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-19,yi
20,labels_withphrase_test,0.8121546961325967,0.6445308224234473,0.7154173456454825,0.6958174904942965,0.6916386845094069,0.6844130057086125,0.6958174904942965,0.7153502488699051,0.6958174904942965,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+20.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-20,yi
21,labels_withphrase_test,0.8319559228650137,0.6652314451968236,0.7379594423320658,0.688212927756654,0.6818178729340438,0.6886503245449757,0.688212927756654,0.7043021242562467,0.688212927756654,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+21.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-21,yi
22,labels_withphrase_test,0.8233695652173914,0.6635246469788356,0.7371989860583016,0.7034220532319392,0.6946923112162015,0.7269814072555558,0.7034220532319392,0.7075457823948345,0.7034220532319392,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+22.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-22,yi
23,labels_withphrase_test,0.8255659121171771,0.6842504034456424,0.7372623574144486,0.7072243346007605,0.6990603386432103,0.7406487232574189,0.7072243346007605,0.7104443331194722,0.7072243346007605,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+23.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-23,yi
24,labels_withphrase_test,0.8111702127659575,0.6877157140330833,0.709062103929024,0.752851711026616,0.7541652632388646,0.7734707178946341,0.752851711026616,0.7472237602646019,0.752851711026616,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+24.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-24,yi
25,labels_withphrase_test,0.8138297872340425,0.6719047950401335,0.7173003802281368,0.7224334600760456,0.7239661608746427,0.741991341991342,0.7224334600760456,0.7322581684698383,0.7224334600760456,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+25.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-25,yi
26,labels_withphrase_test,0.821954484605087,0.6796021754195146,0.7239543726235741,0.714828897338403,0.7087412016845493,0.7115565408796504,0.714828897338403,0.733480399480874,0.714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+26.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-26,yi
27,labels_withphrase_test,0.8105960264900662,0.6714234223922324,0.7166032953105196,0.7110266159695817,0.6946481776858665,0.7106739608313349,0.7110266159695817,0.7288404918220089,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+27.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-27,yi
28,labels_withphrase_test,0.8175765645805593,0.6775571649380898,0.7216730038022814,0.7110266159695817,0.6917822481853936,0.7138538544788545,0.7110266159695817,0.7277647410376074,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+28.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-28,yi
29,labels_withphrase_test,0.8186666666666667,0.6830684982459262,0.7220532319391635,0.7034220532319392,0.6878721858615455,0.7035775507023754,0.7034220532319392,0.7230433903727335,0.7034220532319392,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+29.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-29,yi
30,labels_withphrase_test,0.821954484605087,0.6907526821213793,0.7242712294043093,0.7262357414448669,0.716575661303626,0.7243055311265113,0.7262357414448669,0.7441998224659653,0.7262357414448669,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+30.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-30,yi
31,labels_withphrase_test,0.8198924731182796,0.6899064046310146,0.7239543726235742,0.7376425855513308,0.7307938403911581,0.7366495861253449,0.7376425855513308,0.7514095792209009,0.7376425855513308,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+31.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-31,yi
32,labels_withphrase_test,0.8263795423956931,0.6968079654787005,0.7274397972116603,0.7300380228136882,0.7254133378903745,0.7267333766515053,0.7300380228136882,0.739413434580466,0.7300380228136882,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_phrase+32.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_phrase/checkpoint-32,yi
